id,business_name,city,state,zip,contact_name,email,phone,ffl_license_number,preferred,demo,active,created_at
e64458f4-4e3f-4ded-a152-91d22ae88dbb,3 GUY SUPPLY,SHARONVILLE,OH,45241,3 GUY SUPPLY LLC,,5132017398,,f,f,t,2026-03-29 18:55:57.164293+00
8fe15bba-c27d-4fd6-9814-1d3d53f7b5ec,3 GUY SUPPLY,SHARONVILLE,OH,45241,3 GUY SUPPLY LLC,,5132017398,,f,f,t,2026-03-29 18:55:57.164293+00
d81e084c-52f8-4998-9623-dc02fc5ffd88,4140 ARMORY,LAS VEGAS,NV,89118,4140 ARMORY LLC,,2546252861,,f,f,t,2026-03-29 18:56:06.466554+00
5748c684-6440-4fb4-970e-c2a7ca6b9e51,4140 ARMORY,LAS VEGAS,NV,89118,4140 ARMORY LLC,,2546252861,,f,f,t,2026-03-29 18:56:06.466554+00
5e8a7139-fefe-4cfb-95ff-f2d1b11fb1a3,520 TACTICAL,TUCSON,AZ,85711,520 TACTICAL LLC,,5207716303,,f,f,t,2026-03-29 18:56:06.089204+00
522a2fcb-66a7-47ab-ac74-2628f7fc9883,520 TACTICAL,TUCSON,AZ,85711,520 TACTICAL LLC,,5207716303,,f,f,t,2026-03-29 18:56:06.089204+00
1ce4c943-0216-494c-ba48-b9da7e2a1ccb,5 ALARM GUNWORKS,SANDY,UT,84070,"GKR ENTERPRISES, LLC",,8015562649,,f,f,t,2026-03-29 18:56:05.455675+00
280c6431-5feb-40fa-bfe3-057a1ebcabc9,5 ALARM GUNWORKS,SANDY,UT,84070,"GKR ENTERPRISES, LLC",,8015562649,,f,f,t,2026-03-29 18:56:05.455675+00
b6aad8ac-5c74-49bc-a08f-41c399417ada,641 SHOOTER'S DEN LLC,OTTUMWA,IA,52501,641 SHOOTER'S DEN LLC,,6416820011,,f,f,t,2026-03-29 18:55:58.666556+00
ac5122b2-39d6-4836-a4e1-7d445083493c,641 SHOOTER'S DEN LLC,OTTUMWA,IA,52501,641 SHOOTER'S DEN LLC,,6416820011,,f,f,t,2026-03-29 18:55:58.666556+00
5ea049ac-a060-4efa-a596-a5a6e2633ecb,ABOVE AND BELOW OUTDOORS,SHERIDAN,AR,72150,"CHRIS BROWN, LLC",,8709175711,,f,f,t,2026-03-29 18:56:01.87604+00
7d6cf9de-e4da-4810-8ece-975ae9b7cb5a,ABOVE AND BELOW OUTDOORS,SHERIDAN,AR,72150,CHRIS BROWN LLC,,8709175711,,f,f,t,2026-03-29 18:56:01.87604+00
de441f06-fd1a-4a0a-af75-051e5e0e1843,ACADEMY SPORTS + OUTDOORS #114,KILLEEN,TX,76543,"ACADEMY, LTD",,2545016800,,f,f,t,2026-03-29 18:56:03.246208+00
7e781b0c-3467-4648-b804-b5b4584eb9e9,ACADEMY SPORTS + OUTDOORS #114,KILLEEN,TX,76543,ACADEMY LTD,,2545016800,,f,f,t,2026-03-29 18:56:03.246208+00
9339c25e-d143-4c63-8d65-c1a3b2d21ea3,ACADEMY SPORTS + OUTDOORS #123,CEDAR PARK,TX,78613,"ACADEMY, LTD",,5122596200,,f,f,t,2026-03-29 18:56:04.108024+00
d130d5c1-ce43-441e-b00c-000b42ea8ba0,ACADEMY SPORTS + OUTDOORS #123,CEDAR PARK,TX,78613,"ACADEMY, LTD",,5122596200,,f,f,t,2026-03-29 18:56:04.108024+00
2fd7e3c3-bb3c-481a-b832-a3779c2dc3c5,ACADEMY SPORTS + OUTDOORS #125,SAN ANTONIO,TX,78257,"ACADEMY, LTD",,2104085400,,f,f,t,2026-03-29 18:56:03.986739+00
2851d213-0632-4677-b119-79b3dab1a36b,ACADEMY SPORTS + OUTDOORS #125,SAN ANTONIO,TX,78257,"ACADEMY, LTD",,2104085400,,f,f,t,2026-03-29 18:56:03.986739+00
7574df61-7e55-4da4-8af7-301ace5c7c00,ACADEMY SPORTS + OUTDOORS #150,BOSSIER CITY,LA,71111,ACADEMY LTD,,3187591300,,f,f,t,2026-03-29 18:56:01.625667+00
51093b9d-4a29-4182-af05-9af29747c956,ACADEMY SPORTS + OUTDOORS #150,BOSSIER CITY,LA,71111,"ACADEMY, LTD",,3187591300,,f,f,t,2026-03-29 18:56:01.625667+00
6e5bfc26-a872-4eb5-944c-e45c83c02763,ACADEMY SPORTS + OUTDOORS #165,RICHMOND,TX,77406,ACADEMY LTD,,2183711700,,f,f,t,2026-03-29 18:56:03.493305+00
e37e8f23-e5c0-4342-ba96-ddb08e5a17be,ACADEMY SPORTS + OUTDOORS #165,RICHMOND,TX,77406,"ACADEMY, LTD",,2813711700,,f,f,t,2026-03-29 18:56:03.493305+00
b5fbd3ff-3c9f-4ac4-aea6-30095f049e94,ACADEMY SPORTS + OUTDOORS #222,DENHAM SPRINGS,LA,70726,ACADEMY LTD,,2252713600,,f,f,t,2026-03-29 18:56:01.50656+00
08f4fff0-c55b-46de-a959-028d9b91ecae,ACADEMY SPORTS + OUTDOORS #222,DENHAM SPRINGS,LA,70726,"ACADEMY, LTD",,2252713600,,f,f,t,2026-03-29 18:56:01.50656+00
746e9057-01bf-441f-80d6-a222e286d0ed,ACADEMY SPORTS + OUTDOORS #237,LAKE CHARLES,LA,70607,ACADEMY LTD,,3375624000,,f,f,t,2026-03-29 18:56:01.50656+00
dc5b34cd-c681-4ead-a352-310a02356eb8,ACADEMY SPORTS + OUTDOORS #237,LAKE CHARLES,LA,70607,"ACADEMY, LTD",,3375624000,,f,f,t,2026-03-29 18:56:01.50656+00
90b0705f-a0d0-4425-b547-f9ac1cdb075c,ACADEMY SPORTS + OUTDOORS #33,KATY,TX,77450,"ACADEMY, LTD",,2816932600,,f,f,t,2026-03-29 18:56:03.493305+00
bc9db344-23ad-43f4-87c8-d4dc830fdc98,ACADEMY SPORTS + OUTDOORS #33,KATY,TX,77450,"ACADEMY, LTD",,2816932600,,f,f,t,2026-03-29 18:56:03.493305+00
e33df80d-1248-4fa6-95f4-355d759f0a25,ACADEMY SPORTS + OUTDOORS #51,BATON ROUGE,LA,70809,"ACADEMY, LTD",,2252986300,,f,f,t,2026-03-29 18:56:01.625667+00
3cb6ca69-7451-490c-b8cf-f67015c59679,ACADEMY SPORTS + OUTDOORS #51,BATON ROUGE,LA,70809,ACADEMY LTD,,2252986300,,f,f,t,2026-03-29 18:56:01.625667+00
15ded3fc-f2fa-4267-a1c2-bddff4306347,ACADEMY SPORTS + OUTDOORS #52,ALEXANDRIA,LA,71301,"ACADEMY, LTD",,3184833920,,f,f,t,2026-03-29 18:56:01.625667+00
43cd4cab-ccd2-47e2-90d6-28de766aff3b,ACADEMY SPORTS + OUTDOORS #52,ALEXANDRIA,LA,71301,ACADEMY LTD,,3184833920,,f,f,t,2026-03-29 18:56:01.625667+00
21426fba-08ed-4a2b-a851-97e808322517,ACADEMY SPORTS + OUTDOORS #54,LAFAYETTE,LA,70508,ACADEMY LTD,,3373714750,,f,f,t,2026-03-29 18:56:01.50656+00
39efa4da-2a70-4385-b347-b936b7c030fb,ACADEMY SPORTS + OUTDOORS #54,LAFAYETTE,LA,70508,"ACADEMY, LTD",,3373714750,,f,f,t,2026-03-29 18:56:01.50656+00
acf74eaf-b0ac-4fdd-a05f-fb19932b6f1f,ACADEMY SPORTS + OUTDOORS #56,BATON ROUGE,LA,70815,ACADEMY LTD,,2259234640,,f,f,t,2026-03-29 18:56:01.625667+00
d026b75e-c3fd-4b4a-8248-6cb1786aaac4,ACADEMY SPORTS + OUTDOORS #56,BATON ROUGE,LA,70815,"ACADEMY, LTD",,2259234640,,f,f,t,2026-03-29 18:56:01.625667+00
b1dbd4ea-1f94-4046-880f-8989ad08fefa,ACADEMY SPORTS + OUTDOORS #7,HOUSTON,TX,77065,"ACADEMY, LTD",,2815173800,,f,f,t,2026-03-29 18:56:03.36969+00
bb45ace3-0e45-4755-b088-a0c9d47b8433,ACADEMY SPORTS + OUTDOORS #7,HOUSTON,TX,77065,"ACADEMY, LTD",,2815173800,,f,f,t,2026-03-29 18:56:03.36969+00
dabcda9c-df23-492d-af4e-0da1763b088c,"ACCU-GRIND CUTTER SERVICE, INC",TERRYVILLE,CT,6786,"ACCU-GRIND CUTTER SERVICE, INC",,8605825088,,f,f,t,2026-03-29 18:55:50.33366+00
aed98d91-25fd-4a60-8a9f-c190c7ff5612,"ACCU-GRIND CUTTER SERVICE, INC",TERRYVILLE,CT,6786,"ACCU-GRIND CUTTER SERVICE, INC",,8605825088,,f,f,t,2026-03-29 18:55:50.33366+00
225463ef-469b-4f09-998c-90e023ffbfb8,ACCURACY BY PRECISION,BULVERDE,TX,78163,"ESTRADA, ERIK ALLEN",,7604734044,,f,f,t,2026-03-29 18:56:03.863849+00
744d1ff8-1b5f-4bd8-84ef-07b44f8c6fa6,ACCURACY BY PRECISION,BULVERDE,TX,78163,"ESTRADA, ERIK",,7604734044,,f,f,t,2026-03-29 18:56:03.863849+00
0c0474a6-0386-4ef7-ae51-8a700dfb3d46,ACCU-SHOT INC,SCOTT,LA,70583,ACCU-SHOT INC,,3372788397,,f,f,t,2026-03-29 18:56:01.50656+00
caf3e589-dc9c-4ff2-8ecc-9e9eee01d8f9,ACCU-SHOT INC,SCOTT,LA,70583,ACCU-SHOT INC,,3372788397,,f,f,t,2026-03-29 18:56:01.50656+00
64bf2bae-ea0e-42c4-88f9-17bf8da4a25a,ACGW,EAST BEND,NC,27018,AQUILLA CUSTOM GUN WORKS LLC,,3366992708,,f,f,t,2026-03-29 18:55:52.513702+00
8a4582a2-5b63-4609-b3f2-da52543aa551,ACGW,EAST BEND,NC,27018,AQUILLA CUSTOM GUN WORKS LLC,,3366992708,,f,f,t,2026-03-29 18:55:52.513702+00
5f572220-ee4f-463b-a2e8-9880f9b0b332,ACTION PAWN,KILLEEN,TX,76543,"PAWN TX, INC",,2546344488,,f,f,t,2026-03-29 18:56:03.246208+00
d613a6de-1609-47c4-9637-bef4fed13182,ACTION PAWN,KILLEEN,TX,76543,"PAWN TX, INC",,2546902700,,f,f,t,2026-03-29 18:56:03.246208+00
d3cb9144-c308-4702-b3a1-353e34c5902b,ACTION PAWN/FIRSTCASH PAWN,SAN ANGELO,TX,76903,PAWN TX INC,,3256591220,,f,f,t,2026-03-29 18:56:03.36969+00
b9bf483a-7956-4264-b023-038fc7c45936,ACTION PAWN/FIRSTCASH PAWN,SAN ANGELO,TX,76903,"PAWN TX, INC",,3256533419,,f,f,t,2026-03-29 18:56:03.36969+00
7b894889-7cbf-4281-a9ec-b8c060b1f5c8,AFTERLIFE GUNS AND AMMO,MARICOPA,AZ,85139,AIRTIGHT INVESTMENT GROUP LLC,,5203500393,,f,f,t,2026-03-29 18:56:05.716748+00
0b53c41c-f330-4873-a753-9b415cc6d75b,AFTERLIFE GUNS AND AMMO,MARICOPA,AZ,85139,AIRTIGHT INVESTMENT GROUP LLC,,5203500393,,f,f,t,2026-03-29 18:56:05.716748+00
dd076bf2-cd45-4a04-b898-0f09820b5241,AHT,WATERLOO,IA,50703,ADVANCED HEAT TREAT CORP,,3192325221,,f,f,t,2026-03-29 18:55:58.543692+00
91bcc97b-5eee-407d-a3f9-16cc1b51c3a9,AHT,WATERLOO,IA,50703,ADVANCED HEAT TREAT CORP,,3192325221,,f,f,t,2026-03-29 18:55:58.543692+00
babbfa9d-c8ca-478b-b59e-eb64341e2321,AKS OUTDOORS LLC,MOBERLY,MO,65270,AKS OUTDOORS LLC,,6603721781,,f,f,t,2026-03-29 18:56:00.769166+00
b80c86ea-6f25-4e2d-a09a-f39a2f1ca091,AKS OUTDOORS LLC,MOBERLY,MO,65270,AKS OUTDOORS LLC,,6603721781,,f,f,t,2026-03-29 18:56:00.769166+00
47864317-e53c-4e98-9411-b869bddb40ff,ALLEGHENY TRADE CO,DUNCANSVILLE,PA,16635,ALLEGHENY TRADE COMPANY LLC,,8146953131,,f,f,t,2026-03-29 18:55:51.060329+00
22d45c9e-54c5-4e1f-8446-8890551f4b80,ALLEGHENY TRADE CO,DUNCANSVILLE,PA,16635,ALLEGHENY TRADE CO LLC,,8146953131,,f,f,t,2026-03-29 18:55:51.060329+00
862a9743-6949-4251-be40-92849b1386c2,ALLIED ARMS LLC,SUMMERVILLE,SC,29485,ALLIED ARMS LLC,,8432125790,,f,f,t,2026-03-29 18:55:53.353839+00
04097281-70c4-4cab-8d65-cf7f43e4e3a0,ALLIED ARMS LLC,SUMMERVILLE,SC,29485,ALLIED ARMS LLC,,8432125790,,f,f,t,2026-03-29 18:55:53.353839+00
d9af5cf2-9494-4691-99d5-206b917c4e49,"ALLIED OPERATIONS GROUP, BRAND X, HOUSE BRAND",LAS VEGAS,NV,89119,BRAND X ORIGINALS,,5714450850,,f,f,t,2026-03-29 18:56:06.466554+00
6cd0cae4-dba3-47b9-8953-0b92656c0708,"ALLIED OPERATIONS GROUP, BRAND X, HOUSE BRAND",LAS VEGAS,NV,89119,BRAND X ORIGINALS,,5714450850,,f,f,t,2026-03-29 18:56:06.466554+00
8d730940-20b8-4916-b8c5-9d239aa51245,ALPHA ARMS & AUTO LLC,BANGOR,PA,18013,ALPHA ARMS & AUTO LLC,,7178055560,,f,f,t,2026-03-29 18:55:51.304133+00
3903a809-21fa-4dbd-afa9-935335b05c10,ALPHA ARMS & AUTO LLC,BANGOR,PA,18013,ALPHA ARMS & AUTO LLC,,7178055560,,f,f,t,2026-03-29 18:55:51.304133+00
d7d948a7-d277-4f55-8e78-bcd216bae67b,"ALPHA MACHINE, LLC",RINCON,GA,31326,"ALPHA MACHINE, LLC",,9122953387,,f,f,t,2026-03-29 18:55:53.957872+00
0f67339a-f9fd-453e-91b4-a1425cf61923,"ALPHA MACHINE, LLC",RINCON,GA,31326,"ALPHA MACHINE, LLC",,9122953387,,f,f,t,2026-03-29 18:55:53.957872+00
0fb6b89a-9e0c-4812-91a2-f7dbdfdb4d9e,A & L SUPPLY LLC,STANTON,IA,51573,A & L SUPPLY LLC,,3072315354,,f,f,t,2026-03-29 18:55:58.543692+00
0a84a292-cad3-4005-b1cd-adb28c7d15c7,A & L SUPPLY LLC,STANTON,IA,51573,A & L SUPPLY LLC,,7128292023,,f,f,t,2026-03-29 18:55:58.543692+00
a0b6064a-baa0-46f5-b9a6-c484550a3347,ALTRA FIREARMS,JACKSON CENTER,PA,16133,FORRESTER'S ENTERPRISE INC,,8147868346,,f,f,t,2026-03-29 18:55:51.060329+00
7d63239d-bc7f-4545-a384-4534aec252c3,ALTRA FIREARMS,JACKSON CENTER,PA,16133,FORRESTER'S ENTERPRISE INC,,8147868346,,f,f,t,2026-03-29 18:55:51.060329+00
b49e765c-6351-4b61-95e6-4d464e7c6df9,ALTRA FIREARMS,JACKSON CENTER,PA,16133,ALTRA MARINE INC,,8147868346,,f,f,t,2026-03-29 18:55:51.060329+00
f38621af-ca6f-4caf-a9ea-1933df0451ce,A MAN ABOUT A DOG,ALBERTVILLE,AL,35950,A MAN ABOUT A DOG LLC,,2562816181,,f,f,t,2026-03-29 18:55:55.178954+00
8b1610d1-ad43-494a-8659-2e26b7f5f41b,A MAN ABOUT A DOG,ALBERTVILLE,AL,35950,A MAN ABOUT A DOG LLC,,2562816181,,f,f,t,2026-03-29 18:55:55.178954+00
e1e237f6-ab05-4969-9e40-fcf7eb0952b7,AMBUSH ARMS,SPRING LAKE,MI,49456,AMERICAN PRODUCTS LLC,,6164026182,,f,f,t,2026-03-29 18:55:58.297299+00
4bb66c6f-ed93-4d3c-a60b-b0147b94960d,AMBUSH ARMS,SPRING LAKE,MI,49456,AMERICAN PRODUCTS LLC,,6164026182,,f,f,t,2026-03-29 18:55:58.297299+00
c41924b6-5843-4cc1-b8f5-31b56c98282b,AMERICANA ARMS LLC,BEEVILLE,TX,78102,AMERICANA ARMS LLC,,3613623573,,f,f,t,2026-03-29 18:56:03.863849+00
3cd82e93-7fa6-4180-b138-3aa7e137daf4,AMERICANA ARMS LLC,BEEVILLE,TX,78102,AMERICANA ARMS LLC,,3613623573,,f,f,t,2026-03-29 18:56:03.863849+00
9d54f673-1dd5-4810-b8f0-c8ddaa423aa7,AMERICAN DEFENSE MFG,NEW BERLIN,WI,53151,AMERICAN DEFENSE MANUFACTURING LLC,,2627809831,,f,f,t,2026-03-29 18:55:58.78713+00
bbcbef23-6fdc-40ab-b914-e30a30fd88cf,AMERICAN DEFENSE MFG,NEW BERLIN,WI,53151,AMERICAN DEFENSE MANUFACTURING LLC,,2627809831,,f,f,t,2026-03-29 18:55:58.78713+00
a620f26a-850b-4a29-a427-69b984905d2d,"AMERICAN GUN & PAWN, LLC",DRY RIDGE,KY,41035,"AMERICAN GUN & PAWN, LLC",,8598247296,,f,f,t,2026-03-29 18:55:56.575334+00
d7f240e5-fa35-40f6-9070-d899278703f9,"AMERICAN GUN & PAWN, LLC",DRY RIDGE,KY,41035,"AMERICAN GUN & PAWN, LLC",,8598247296,,f,f,t,2026-03-29 18:55:56.575334+00
1c9417e5-0b89-4861-a39d-e1a0f57b8467,AMERICAN PROJECTILES,PLEASANT HILL,MO,64080,RINGO ENTERPRISES INC,,8166005785,,f,f,t,2026-03-29 18:56:00.647905+00
e0ac104e-ef43-49b6-8f61-19ed458b36f7,AMERICAN PROJECTILES,PLEASANT HILL,MO,64080,"RINGO ENTERPRISES, INC",,8166005785,,f,f,t,2026-03-29 18:56:00.647905+00
35fd9708-bcee-4abc-97e6-789c4093a42f,AMERIGUN USA LLC,NORTH BRANCH,MI,48461,AMERIGUN USA LLC,,2483434854,,f,f,t,2026-03-29 18:55:57.930198+00
841cbe52-a759-42e7-b96f-cf83868ca3cc,AMERIGUN USA LLC,NORTH BRANCH,MI,48461,AMERIGUN USA LLC,,2483434854,,f,f,t,2026-03-29 18:55:57.930198+00
70afba72-78b3-4b14-90ae-b3f7b6e1e219,AMIGO PAWN & JEWELRY,BROWNSVILLE,TX,78520,AMIGO PAWN & JEWELRY INC,,9565486659,,f,f,t,2026-03-29 18:56:03.986739+00
22f55746-79ea-423f-a503-bcc2d933d977,AMIGO PAWN & JEWELRY,BROWNSVILLE,TX,78520,AMIGO DE AMIGO'S INC,,9565549198,,f,f,t,2026-03-29 18:56:03.986739+00
a99cbbd6-f581-444c-b489-adbb01cee955,AMIGO PAWN & JEWELRY,BROWNSVILLE,TX,78521,AMIGO INVESTMENTS INC,,9568315522,,f,f,t,2026-03-29 18:56:03.986739+00
e78a9799-58ea-40df-88ff-ae36169d44ad,AMIGO PAWN & JEWELRY,BROWNSVILLE,TX,78521,MEGA PAWN INC,,9565445675,,f,f,t,2026-03-29 18:56:03.986739+00
b32db405-f7d8-42ad-a847-dd7a6b89f7b0,AMIGO PAWN & JEWELRY,HARLINGEN,TX,78550,"RIO GRANDE PAWN, INC",,9564253767,,f,f,t,2026-03-29 18:56:03.986739+00
95813125-bc50-4fb8-bb4c-be4016f39fac,AMIGO PAWN & JEWELRY,HARLINGEN,TX,78550,AMIGO DE AMIGO'S INC,,9564251323,,f,f,t,2026-03-29 18:56:03.986739+00
b5df0fc9-c921-4f69-b8a8-731a9cd4107e,AMIGO PAWN & JEWELRY,MCALLEN,TX,78501,RIO GRANDE PAWN INC,,9566820730,,f,f,t,2026-03-29 18:56:03.986739+00
53956c8c-604f-4fdd-ae0c-fb41ad8c9ad4,AMIGO PAWN & JEWELRY,MCALLEN,TX,78501,SENTINEL PAWN INC,,9566184195,,f,f,t,2026-03-29 18:56:03.986739+00
5c8aa040-f027-43b1-a9b3-86a022362af7,AMIGO PAWN & JEWELRY,MCALLEN,TX,78501,AMIGO DE AMIGO'S INC,,9566828567,,f,f,t,2026-03-29 18:56:03.986739+00
df3f84d9-5967-46a7-9166-bbb6cb054439,AMMO A-Z/ZEUS ARMS,GLENDALE,AZ,85308,AMMO A-Z LLC,,6023314700,,f,f,t,2026-03-29 18:56:05.965034+00
3cbd85c8-90a5-44f2-824f-e7de003f378d,AMMO A-Z/ZEUS ARMS,GLENDALE,AZ,85308,AMMO A-Z LLC,,6023314700,,f,f,t,2026-03-29 18:56:05.965034+00
0d67d314-4691-4fbb-8daf-7ddba54f3d4d,AMMUNITION DEPOT,KISSIMMEE,FL,34758,"AMDEP HOLDINGS, LLC",,8005189180,,f,f,t,2026-03-29 18:55:54.934111+00
541b9a13-c9fa-4341-9268-bd639d60624a,AMMUNITION DEPOT,KISSIMMEE,FL,34758,AMDEP HOLDINGS LLC,,8005189180,,f,f,t,2026-03-29 18:55:54.934111+00
10c5ba78-eedf-4f57-b734-32c563eb5ad8,AMMUNITION OPERATIONS LLC,LONOKE,AR,72086,AMMUNITION OPERATIONS LLC,,5016764110,,f,f,t,2026-03-29 18:56:01.87604+00
3d519a4a-8cc2-44da-a9b8-2f9c0fe6ec8d,AMMUNITION OPERATIONS LLC,LONOKE,AR,72086,AMMUNITION OPERATIONS LLC,,5016764110,,f,f,t,2026-03-29 18:56:01.87604+00
a4405e04-1061-463a-b490-f5f13a182190,AMR TACTICAL,FORNEY,TX,75126,AMR TACTICAL SERVICE,,4694748346,,f,f,t,2026-03-29 18:56:02.629654+00
d4e7ab9b-73ff-4fae-9d2e-9d403010e56f,AMR TACTICAL,FORNEY,TX,75126,"REA, ANTHONY MICHAEL",,4694748346,,f,f,t,2026-03-29 18:56:02.629654+00
ee2dbf52-0e6d-4c1a-a157-e6d841415c7e,A-OK PAWN SHOP,WICHITA,KS,67203,A-OK 1 LLC,,3164253750,,f,f,t,2026-03-29 18:56:01.141638+00
b9d3da1f-b9a4-4bae-837a-e837b19f0c17,A-OK PAWN SHOP,WICHITA,KS,67203,A-OK 1 LLC,,3169459000,,f,f,t,2026-03-29 18:56:01.141638+00
aa44fdf1-7833-4d96-b73f-b8bbb9d32d47,APEX ARMORY,HENDERSON,NV,89052,PRECISION ARMORY INC,,7028522588,,f,f,t,2026-03-29 18:56:06.466554+00
4b480903-e3af-4fbb-b328-c2b1801e45ca,APEX ARMORY,HENDERSON,NV,89052,JMP APEX LLC,,7023798777,,f,f,t,2026-03-29 18:56:06.466554+00
b80fe43c-7a67-4544-9fd9-ad9973918175,APEX SHOOTING CENTER LLC,FORT LAUDERDALE,FL,33309,APEX SHOOTING CENTER LLC,,9548876101,,f,f,t,2026-03-29 18:55:54.56893+00
aa0570d1-c570-4852-aee9-68634db526c0,APEX SHOOTING CENTER LLC,FORT LAUDERDALE,FL,33309,APEX SHOOTING CENTER LLC,,9548876101,,f,f,t,2026-03-29 18:55:54.56893+00
654b8120-425f-489e-95b3-d76c343577fe,APPARITION INSTRUMENTS,LAS VEGAS,NV,89119,"APPARITION INSTRUMENTS, LLC",,7025257618,,f,f,t,2026-03-29 18:56:06.466554+00
c5624066-1987-4ad0-ada8-d794b49ff89c,APPARITION INSTRUMENTS,LAS VEGAS,NV,89119,"APPARITION INSTRUMENTS, LLC",,7025257618,,f,f,t,2026-03-29 18:56:06.466554+00
d497ce15-eccd-4680-a3d4-90504e60e160,ARCANA ARMS,WATERBURY,CT,6704,DEUS EX MACHINA ENTERPRISES LLC,,8608584867,,f,f,t,2026-03-29 18:55:50.33366+00
a4fde4a1-9960-4e4f-96a5-8d3f5ff5aafa,ARCANA ARMS,WATERBURY,CT,6704,DEUS EX MACHINA ENTERPRISES LLC,,8608584867,,f,f,t,2026-03-29 18:55:50.33366+00
fb2f3d9c-f82d-424e-9c51-47444bbe3171,ARCTIC AMMO AND RELOADING SUPPLIES LLC,WASILLA,AK,99654,ARCTIC AMMO AND RELOADING SUPPLIES LLC,,9073573381,,f,f,t,2026-03-29 18:56:07.842775+00
6c7a8649-082a-4cad-95f9-6ea0f293da31,ARCTIC AMMO AND RELOADING SUPPLIES LLC,WASILLA,AK,99654,ARCTIC AMMO AND RELOADING SUPPLIES LLC,,9073573381,,f,f,t,2026-03-29 18:56:07.842775+00
e01d138d-4426-4921-b296-0a0e7d44dd48,AREA 52 GUN & PAWN LLC,BURLINGTON,NC,27215,AREA 52 GUN & PAWN LLC,,3363508080,,f,f,t,2026-03-29 18:55:52.513702+00
779fb1d5-02fd-4fc4-b7f3-c68ad9038202,AREA 52 GUN & PAWN LLC,BURLINGTON,NC,27215,AREA 52 GUN & PAWN LLC,,3363508080,,f,f,t,2026-03-29 18:55:52.513702+00
5ba1b0e8-fce1-4f7b-9d3e-46dde6b5a722,ARMADA AMMUNITION INC,QUINCY,FL,32351,ARMADA AMMUNITION INC,,8508758700,,f,f,t,2026-03-29 18:55:54.20302+00
2d1d11c7-ad9d-4f17-b75f-7a5e49d56f61,ARMADA AMMUNITION INC,QUINCY,FL,32351,ARMADA AMMUNITION INC,,8508758700,,f,f,t,2026-03-29 18:55:54.20302+00
8c62f204-3603-4e34-92aa-c6020c5dc26e,ARMED CITIZENRY,HOUSTON,TX,77070,"ZERON, JONATHAN",,8326490542,,f,f,t,2026-03-29 18:56:03.36969+00
c8e93d4c-f316-4196-97a6-f2d8d5b73ca0,ARMED CITIZENRY,HOUSTON,TX,77070,"ZERON, JONATHAN",,8326490542,,f,f,t,2026-03-29 18:56:03.36969+00
66402a9f-15e3-4143-8d3e-858557287339,ARMORLUBE,TUCSON,AZ,85743,"ARMORLUBE NEVADA, LLC",,5205009972,,f,f,t,2026-03-29 18:56:06.089204+00
0da8f550-2138-49b4-8cbf-d8cf0a5d1659,ARMORLUBE,TUCSON,AZ,85743,ARMORLUBE LLC,,5203009972,,f,f,t,2026-03-29 18:56:06.089204+00
d98a903e-2e04-41ca-8b97-babaedd5bc82,ARMOR SPECIALTIES LLC,DUNCANNON,PA,17020,ARMOR SPECIALTIES LLC,,7178273057,,f,f,t,2026-03-29 18:55:51.182696+00
